ortho	freqfilms2	freqlivres	nblettres
sub-atomiques	0.04	0	13
sub-claquant	0.01	0	12
sub-espace	0.08	0	10
sub-normaux	0.14	0	11
sub-nucléaires	0.01	0	14
sub-vocal	0.01	0.07	9
sub-véhiculaire	0.01	0	15
sub-zéro	0.01	0	8
subaiguë	0.01	0	8
subalterne	0.12	0.95	10
subalterne	0.28	0.47	10
subalternes	0.46	1.42	11
subalternes	0.14	1.01	11
subaquatique	0.03	0	12
subatomique	0.13	0	11
subatomiques	0.19	0	12
subcarpatique	0	0.07	13
subcellulaire	0.02	0	13
subconsciemment	0.04	0	15
subconscient	0.22	0.2	12
subconscient	2.16	1.28	12
subconsciente	0.04	0	13
subconscientes	0	0.14	14
subconscients	0.01	0	13
subconscients	0.01	0	13
subculture	0.02	0	10
subdivisa	0	0.07	9
subdivisaient	0	0.07	13
subdivisait	0	0.14	11
subdivisent	0	0.07	11
subdivision	0.06	0.34	11
subdivisions	0.1	0.14	12
subdivisé	0.01	0	9
subdivisée	0.01	0	10
subdivisés	0	0.07	10
subduction	0.04	0	10
suber	0.01	0	5
subi	10.22	10.81	4
subie	0.1	1.28	5
subies	0.4	2.5	6
subir	10.64	21.28	5
subira	0.68	0.34	6
subirai	0.12	0.07	7
subiraient	0.04	0.14	10
subirais	0.02	0.07	8
subirait	0.04	0.14	8
subiras	0.17	0	7
subirent	0.12	0.2	8
subirez	0.67	0.14	7
subirions	0	0.07	9
subirons	0.16	0.2	8
subiront	0.26	0.27	8
subis	1.59	2.09	5
subissaient	0.01	1.35	11
subissais	0.04	1.01	9
subissait	0.54	4.46	9
subissant	0.1	1.01	9
subisse	0.31	0.41	7
subissent	1.13	1.82	9
subisses	0.05	0	8
subissez	0.25	0.2	8
subissiez	0.04	0	9
subissions	0.1	0.07	10
subissons	0.26	0.27	9
subit	2.07	3.38	5
subit	1.35	5	5
subite	1.45	9.19	6
subitement	4.39	15.54	10
subites	0.15	1.28	7
subito	0.05	1.15	6
subits	0.12	1.01	6
subjectif	0.65	0.54	9
subjectifs	0.03	0.07	10
subjective	0.43	0.61	10
subjective	0.01	0	10
subjectivement	0.01	0	14
subjectives	0.14	0.27	11
subjectivisme	0	0.2	13
subjectiviste	0	0.07	13
subjectivité	0.44	0.2	12
subjonctif	0.22	1.35	10
subjonctifs	0	0.2	11
subjugation	0.01	0	11
subjugua	0.01	0.34	8
subjuguaient	0	0.07	12
subjuguait	0	0.27	10
subjuguant	0	0.07	10
subjugue	0.04	0.47	8
subjuguer	0.28	0.81	9
subjuguerais	0	0.07	12
subjuguerait	0	0.07	12
subjugues	0.01	0.07	9
subjugué	0.35	1.55	8
subjuguée	0.17	1.01	9
subjuguées	0	0.2	10
subjugués	0.03	0.27	9
sublimable	0	0.07	10
sublimais	0.02	0.07	9
sublimait	0	0.14	9
sublimant	0.01	0.07	9
sublimation	0.03	0.27	11
sublimations	0.01	0.14	12
sublime	9.51	9.39	7
sublime	0.45	0.54	7
sublimement	0.02	0.14	11
subliment	0	0.07	9
sublimer	0.11	0.14	8
sublimes	2.23	3.51	8
sublimes	0.01	0	8
subliminal	0.14	0	10
subliminale	0.05	0.07	11
subliminales	0.06	0	12
subliminaux	0.27	0	11
sublimissime	0	0.07	12
sublimité	0.01	0.07	9
sublimités	0	0.14	10
sublimé	0.03	0	7
sublimé	0	0.2	7
sublimée	0.03	0.27	8
sublimées	0.01	0.07	9
sublimés	0.01	0.07	8
sublimés	0	0.07	8
sublingual	0.04	0	10
sublinguaux	0	0.07	11
sublunaire	0	0.14	10
sublunaires	0	0.07	11
submerge	0.44	2.03	8
submergea	0.02	1.01	9
submergeaient	0.01	0.14	13
submergeait	0.14	1.15	11
submergeant	0.01	0.34	11
submergent	0.16	0.54	10
submerger	0.53	1.22	9
submergera	0.04	0.07	10
submergerait	0	0.2	12
submergeât	0	0.14	10
submergèrent	0.01	0	12
submergé	1.23	2.97	8
submergé	0.17	0.27	8
submergée	0.39	1.49	9
submergée	0.14	0.27	9
submergées	0.14	0.47	10
submergées	0.02	0.2	10
submergés	0.46	1.15	9
submergés	0.04	0.41	9
submersible	0.1	0.07	11
submersible	0.17	0	11
submersibles	0.01	0	12
submersibles	0.02	0.27	12
submersion	0.05	0	10
subodora	0	0.07	8
subodorais	0	0.27	10
subodorait	0.01	0.41	10
subodorant	0.01	0.07	10
subodore	0.16	0.88	8
subodorent	0	0.07	10
subodorer	0.11	0.14	9
subodorèrent	0	0.07	12
subodoré	0.01	0.47	8
subodorés	0	0.07	9
suborbitale	0.01	0	11
subordination	0.01	1.55	13
subordonnaient	0	0.07	14
subordonnais	0	0.07	12
subordonnant	0	0.07	12
subordonne	0	0.14	10
subordonner	0.14	0.68	11
subordonné	0.01	0.74	10
subordonné	0.04	0.07	10
subordonné	0.14	1.01	10
subordonnée	0.14	0.14	11
subordonnée	0.16	0	11
subordonnée	0.03	0.14	11
subordonnées	0	0.34	12
subordonnées	0	0.07	12
subordonnées	0	0.07	12
subordonnés	0.01	0	11
subordonnés	0.04	0.34	11
subordonnés	0.67	1.76	11
subornation	0.09	0.07	11
suborner	0.04	0	8
suborneur	0.01	0.34	9
suborneurs	0	0.07	10
suborné	0.03	0	7
subornée	0	0.07	8
subornés	0.14	0	8
subreptice	0.02	0.41	10
subrepticement	0.15	2.64	14
subreptices	0	0.2	11
subrogation	0.02	0	11
subrogé	0	0.07	7
subrécargue	0.01	0.07	11
subsaharienne	0	0.07	13
subside	0.28	0	7
subsides	0.23	0.88	8
subsidiaire	0.06	0.14	11
subsidiairement	0	0.07	15
subsidiaires	0.04	0.07	12
subsista	0.01	0.34	8
subsistaient	0.12	1.62	12
subsistait	0.04	3.78	10
subsistance	0.64	1.42	11
subsistances	0.02	0.14	12
subsistant	0.01	0.07	10
subsistant	0	0.14	10
subsistantes	0	0.07	12
subsistants	0	0.07	11
subsiste	1.17	4.39	8
subsistent	0.05	1.82	10
subsister	0.45	3.92	9
subsistera	0.04	0.07	10
subsisteraient	0	0.07	14
subsisterait	0	0.34	12
subsisteront	0.03	0.07	12
subsistions	0	0.07	11
subsistons	0.01	0	10
subsistâmes	0.01	0	11
subsistât	0	0.2	9
subsistèrent	0	0.07	12
subsisté	0.14	0.2	8
subsonique	0.19	0	10
substance	6.6	12.84	9
substances	2.27	1.55	10
substantiel	0.46	0.41	11
substantielle	0.45	0.81	13
substantiellement	0.04	0.27	17
substantielles	0.08	0.68	14
substantiels	0.1	0.54	12
substantif	0	0.07	10
substantif	0.01	0.2	10
substantifique	0	0.2	14
substantifs	0	0.07	11
substantifs	0	0.14	11
substitua	0	0.61	9
substituai	0.01	0.07	10
substituaient	0.01	0.41	13
substituait	0.11	0.81	11
substituant	0.05	0.41	11
substitue	0.03	0.88	9
substituent	0.01	0.07	11
substituer	0.58	3.45	10
substituerait	0	0.07	13
substituerez	0.01	0	12
substituez	0.06	0.07	10
substituons	0	0.14	11
substitut	2.05	2.09	9
substitution	0.67	2.03	12
substitutions	0.02	0.27	13
substituts	0.32	0.61	10
substitué	0.34	0.68	9
substituées	0	0.14	11
substitués	0	0.34	10
substrat	0.09	0	8
substratum	0	0.27	10
substruction	0	0.07	12
subséquemment	0.23	0.2	13
subséquent	0.02	0	10
subséquente	0.04	0.14	11
subséquentes	0.01	0.14	12
subséquents	0.02	0.07	11
subterfuge	0.48	0.88	10
subterfuges	0.32	0.47	11
subtil	4.54	10.88	6
subtile	2.12	5.68	7
subtilement	0.44	2.3	11
subtiles	0.37	3.11	8
subtilisa	0	0.27	9
subtilisait	0	0.07	11
subtilisant	0.02	0.07	11
subtilisassent	0	0.07	14
subtilise	0	0.14	9
subtiliser	0.16	0.41	10
subtilisera	0	0.07	11
subtilisé	0.28	0.54	9
subtilisée	0.02	0.2	10
subtilisées	0.04	0.07	11
subtilisés	0	0.27	10
subtilité	0.55	3.45	9
subtilités	0.41	1.76	10
subtils	0.52	3.24	7
subtropical	0	0.07	11
subtropicale	0.03	0	12
subtropicales	0.01	0.07	13
suburbain	0.01	0.07	9
suburbaine	0.01	0	10
suburbaines	0.02	0.14	11
suburbains	0	0.14	10
subvenant	0.03	0	9
subvenez	0.02	0	8
subvenir	1.3	1.01	8
subvention	1.66	0.54	10
subventionnant	0.01	0.07	14
subventionne	0.3	0	12
subventionnent	0.05	0	14
subventionner	0.24	0.2	13
subventionnera	0	0.07	14
subventionné	0.11	0.2	12
subventionné	0.02	0.07	12
subventionnée	0.04	0	13
subventionnée	0.07	0	13
subventionnées	0	0.07	14
subventionnés	0.04	0.14	13
subventionnés	0.01	0	13
subventions	1.34	0.34	11
subvenu	0.07	0	7
subversif	1.3	0.54	9
subversifs	0.97	0.47	10
subversion	0.56	0.95	10
subversions	0.1	0	11
subversive	0.41	0.54	10
subversives	0.94	0.88	11
subvertir	0	0.07	9
subviendra	0	0.07	10
subviendrait	0.01	0	12
subviens	0.03	0	8
subvient	0.06	0	8
subît	0	0.07	5
subîtes	0	0.07	7
suc	0.53	1.89	3
successeur	2.59	5.47	10
successeurs	0.21	1.49	11
successibles	0	0.07	12
successif	0	0.2	9
successifs	0.26	8.78	10
succession	2.72	11.01	10
successions	0.2	0.34	11
successive	0	0.41	10
successivement	0.32	12.57	14
successives	0.43	9.59	11
successoral	0.02	0	11
successorale	0.01	0	12
succinct	0.12	0.54	8
succincte	0.06	0.14	9
succinctement	0.07	0.41	13
succinctes	0.02	0.2	10
succion	0.33	1.49	7
succions	0	0.2	8
succomba	0.14	0.88	8
succombai	0	0.2	9
succombaient	0	0.34	12
succombais	0	0.14	10
succombait	0.02	0.61	10
succombant	0.17	0.34	10
succombe	1.21	0.95	8
succombent	0.32	0.68	10
succomber	1.15	2.43	9
succombera	0.13	0.2	10
succomberai	0.01	0.07	11
succomberaient	0	0.07	14
succomberais	0.01	0	12
succomberait	0.03	0.07	12
succomberont	0.31	0.07	12
succombes	0.01	0	9
succombez	0.03	0	9
succombions	0	0.07	11
succombèrent	0	0.14	12
succombé	1.24	2.43	8
succube	0.39	0.27	7
succubes	0.07	0.07	8
succulence	0.01	0.68	10
succulent	0.71	1.15	9
succulente	0.51	0.61	10
succulentes	0.14	0.47	11
succulents	0.09	0.54	10
succursale	1.05	1.15	10
succursales	0.12	0.27	11
succède	0.6	2.36	7
succèdent	0.32	5.07	9
succès	39.58	53.72	6
succéda	0.16	1.82	7
succédaient	0.06	5.74	11
succédait	0.1	2.64	9
succédant	0	2.77	9
succédané	0.03	0.68	9
succédanés	0.01	0.27	10
succédassent	0	0.07	12
succéder	1.78	4.53	8
succédera	0.36	0.54	9
succéderai	0.01	0	10
succéderaient	0	0.07	13
succéderait	0.16	0.47	11
succéderas	0.01	0	10
succéderez	0.02	0	10
succéderiez	0.01	0	11
succéderont	0.21	0.2	11
succédions	0	0.07	10
succédâmes	0	0.07	10
succédât	0	0.07	8
succédèrent	0.02	2.5	11
succédé	0.41	4.73	7
succédées	0.02	0.07	9
suce	7.84	4.59	4
sucent	0.51	0.27	6
sucer	9.68	4.86	5
sucera	0.22	0.07	6
sucerai	0.1	0.27	7
suceraient	0.02	0.07	10
sucerais	0.06	0	8
sucerait	0.07	0.14	8
suces	0.94	0.07	5
sucette	1.27	1.49	7
sucettes	1.02	1.15	8
suceur	0.66	0.14	6
suceur	0.96	0.07	6
suceurs	0.29	0.2	7
suceurs	0.65	0.14	7
suceuse	0.07	0.34	7
suceuse	0.55	0.34	7
suceuses	0.03	0.27	8
suceuses	0.73	0	8
sucez	0.39	0.07	5
sucra	0	0.14	5
sucrait	0.05	0.07	7
sucrant	0	0.07	7
sucre	30.57	30.54	5
sucre	0.17	0.81	5
sucrent	0.05	0.07	7
sucrer	0.38	0.74	6
sucrerait	0	0.14	9
sucrerie	0.25	0.88	8
sucreries	2.57	2.7	9
sucres	1.44	2.23	6
sucres	0.02	0.07	6
sucrette	0.04	0	8
sucrettes	0.48	0.14	9
sucrier	0	0.14	7
sucrier	0.51	0.95	7
sucriers	0.05	0.14	8
sucrins	0	0.07	7
sucrière	1.47	0.07	8
sucrière	0.03	0	8
sucrières	0.32	0	9
sucrières	0	0.07	9
sucré	0.95	0.88	5
sucré	2.19	4.39	5
sucré	0.67	0.74	5
sucrée	0.2	0.95	6
sucrée	0.96	2.77	6
sucrées	0.06	0.68	7
sucrées	0.42	0.88	7
sucrés	0.03	0.14	6
sucrés	0.13	1.01	6
sucrés	0	0.14	6
sucs	0.08	1.28	4
sucèrent	0	0.07	8
sucé	2.34	1.76	4
sucée	0.12	0.27	5
sucées	0.04	0.07	6
sucés	0.06	0.07	5
sud	5.53	6.62	3
sud	23.95	28.38	3
sud-africain	0.11	0	12
sud-africain	0.15	0	12
sud-africaine	0.07	0.34	13
sud-africaine	0.03	0	13
sud-africaines	0.04	0	14
sud-africains	0.06	0.14	13
sud-africains	0.1	0.07	13
sud-américain	0.29	0.41	13
sud-américain	0.04	0.61	13
sud-américaine	0.35	0.54	14
sud-américaine	0.01	0.14	14
sud-américaines	0.01	0.2	15
sud-américaines	0	0.07	15
sud-américains	0.11	0.41	14
sud-américains	0.1	0.2	14
sud-coréen	0.01	0	10
sud-coréen	0.01	0	10
sud-coréenne	0.15	0	12
sud-coréennes	0.02	0	13
sud-coréens	0.02	0	11
sud-est	3.3	2.3	7
sud-ouest	2.1	3.51	9
sud-sud-est	0.03	0	11
sud-vietnamien	0.05	0	14
sud-vietnamien	0.01	0	14
sud-vietnamienne	0.03	0	16
sud-vietnamiens	0.02	0.07	15
sud-vietnamiens	0.11	0.2	15
sudation	0.14	0.07	8
sudatoires	0	0.07	10
sudiste	1.94	0.47	7
sudistes	0.88	0.2	8
sudoripare	0.02	0.07	10
sudoripares	0.13	0.07	11
sudète	0	0.07	6
sudètes	0	0.07	7
sue	0.63	0.74	3
sue	0.27	0.68	3
sue	0.85	1.22	3
suent	0.23	0.34	5
suer	2.72	2.77	4
suerai	0.03	0	6
suerais	0.01	0	7
suerait	0	0.07	7
suerte	0.22	0	6
sues	0.01	0.2	4
sues	0.01	0	4
sues	0.41	0.07	4
sueur	10.27	57.3	5
sueurs	1.45	3.04	6
suez	0.35	0.07	4
suffi	4.52	17.97	5
sufficit	0	0.07	8
suffira	13.85	4.39	7
suffirai	0.02	0	8
suffiraient	0.63	1.82	11
suffirais	0.02	0	9
suffirait	4.81	11.89	9
suffire	5.24	4.86	7
suffirent	0.05	0.95	9
suffiront	2.23	0.68	9
suffis	0.53	0.41	6
suffisaient	0.73	4.93	11
suffisais	0.01	0.27	9
suffisait	6.56	44.66	9
suffisamment	18.3	20.07	12
suffisance	0.9	3.92	10
suffisances	0	0.07	11
suffisant	0.28	1.01	9
suffisant	12.95	10	9
suffisante	2.98	5.61	10
suffisantes	0.93	2.03	11
suffisants	0.7	1.35	10
suffise	0.8	1.15	7
suffisent	2.91	4.32	9
suffisez	0.01	0.14	8
suffisions	0.11	0.14	10
suffisons	0.02	0	9
suffit	188.1	59.66	6
suffixes	0	0.14	8
suffocant	0.24	1.28	9
suffocante	0.06	1.76	10
suffocantes	0.01	0.27	11
suffocants	0.01	0.47	10
suffocation	0.42	1.01	11
suffocations	0	0.34	12
suffoqua	0	0.47	8
suffoquai	0	0.07	9
suffoquaient	0	0.27	12
suffoquais	0.15	0.47	10
suffoquait	0.07	1.89	10
suffoquant	0.01	1.55	10
suffoque	0.93	1.69	8
suffoquent	0.02	0.14	10
suffoquer	0.91	0.81	9
suffoquera	0.03	0	10
suffoquerait	0.01	0	12
suffoqueront	0.01	0.07	12
suffoquez	0.03	0.07	9
suffoquions	0	0.2	11
suffoquons	0	0.14	10
suffoquèrent	0	0.07	12
suffoqué	0.13	2.23	8
suffoquée	0.15	1.28	9
suffoqués	0.04	0.34	9
suffrage	0.33	2.5	8
suffrages	0.27	1.49	9
suffragette	0.12	0.27	11
suffragettes	0.08	0	12
suffète	0	0.07	7
suffît	0.64	0.14	6
suggestibilité	0.02	0	14
suggestif	0.27	0.27	9
suggestifs	0.01	0.14	10
suggestion	5.63	3.51	10
suggestionner	0.01	0.07	13
suggestionné	0.01	0.07	12
suggestions	2.71	4.26	11
suggestive	0.16	0.74	10
suggestives	0.14	0.07	11
suggestivité	0.01	0	12
suggère	11.47	4.59	7
suggèrent	0.82	0.54	9
suggères	1.54	0	8
suggéra	0.11	4.46	7
suggérai	0.01	1.01	8
suggéraient	0.04	0.27	11
suggérais	0.47	0.54	9
suggérait	0.23	3.24	9
suggérant	0.89	0.95	9
suggérer	4.2	3.45	8
suggérera	0.01	0.07	9
suggérerai	0.01	0.07	10
suggérerais	0.32	0	11
suggérerait	0.16	0.27	11
suggérez	3.29	0.07	8
suggériez	0.17	0	9
suggérions	0.01	0.07	10
suggérons	0.18	0.07	9
suggérât	0	0.14	8
suggérèrent	0	0.07	11
suggéré	4.76	3.99	7
suggérée	0.14	0.95	8
suggérées	0.15	0.41	9
suggérés	0.02	0.14	8
sui	0.55	0.27	3
sui generis	0.23	0.07	11
suicida	0.3	0.47	7
suicidaient	0.01	0.14	11
suicidaire	2.63	1.22	10
suicidaire	0.57	0.68	10
suicidaires	1.23	0.68	11
suicidait	0.09	0.27	9
suicidant	0.08	0.14	9
suicidants	0	0.07	10
suicide	25.34	17.5	7
suicide	3.92	1.42	7
suicident	0.62	0.41	9
suicider	10.49	4.19	8
suicidera	0.09	0.27	9
suiciderai	0.48	0.07	10
suiciderais	0.06	0.07	11
suiciderait	0.33	0.14	11
suiciderez	0	0.14	10
suicideriez	0.01	0	11
suicides	1.98	1.42	8
suicides	0.74	0.07	8
suicidez	0.27	0	8
suicidiez	0.04	0	9
suicidons	0.11	0.07	9
suicidât	0	0.07	8
suicidèrent	0	0.07	11
suicidé	8.38	1.82	7
suicidé	0.13	0.14	7
suicidé	0.56	0.47	7
suicidée	2.75	1.35	8
suicidée	0.25	0.07	8
suicidée	0.1	0.2	8
suicidées	0.15	0	9
suicidées	0.02	0.07	9
suicidés	1.25	0.34	8
suicidés	0.14	0.07	8
suicidés	0.45	0.54	8
suie	0.72	7.3	4
suies	0	0.14	5
suif	0.96	2.03	4
suifer	0	0.07	6
suiffard	0	0.07	8
suiffeuses	0	0.07	10
suiffeux	0	0.07	8
suiffé	0	0.14	6
suiffée	0	0.07	7
suiffés	0	0.07	7
suifés	0	0.07	6
suint	0	0.88	5
suinta	0	0.14	6
suintaient	0.02	0.54	10
suintait	0.02	1.96	8
suintant	0.05	0.81	8
suintant	0.1	0.41	8
suintante	0.05	0.34	9
suintantes	0.01	0.68	10
suintants	0.06	0.88	9
suinte	0.43	1.55	6
suintement	0.11	0.54	10
suintements	0.01	0.27	11
suintent	0.06	0.47	8
suinter	0.2	0.74	7
suinté	0.13	0.14	6
suis	1819.44	583.92	4
suis	1272.28	560.47	4
suis	668.88	9.59	4
suisse	3.91	6.62	6
suisse	0.29	0.95	6
suisses	1.1	3.58	7
suisses	1.01	1.89	7
suissesse	0	0.07	9
suissesse	0.11	0.47	9
suissesses	0	0.07	10
suit	32.57	29.39	4
suite	274.18	270.88	5
suites	0.56	0	6
suites	1.72	4.93	6
suitée	0	0.07	6
suiv	0.01	0	4
suivaient	1.11	15.54	9
suivais	3.46	8.11	7
suivait	6.09	40.54	7
suivant	10.8	16.82	7
suivant	0	0.07	7
suivant	19.9	8.04	7
suivant	2.61	15.47	7
suivant	4.25	21.89	7
suivante	11.2	19.46	8
suivante	6.22	3.18	8
suivantes	2.55	5.61	9
suivantes	0.25	0.47	9
suivants	4.26	9.19	8
suivants	0.62	1.28	8
suive	4.09	1.62	5
suivent	11.14	12.64	7
suives	0.98	0	6
suiveur	0.07	0.27	7
suiveurs	0	0.07	8
suiveurs	0.17	0.54	8
suiveuse	0.02	0.07	8
suiveuse	0.03	0.07	8
suiveuses	0	0.14	9
suivez	57.03	6.35	6
suivez-moi-jeune-homme	0	0.07	22
suivi	1.56	5.95	5
suivi	1.64	0.68	5
suivi	34.99	48.04	5
suivie	0.14	1.01	6
suivie	9.18	15.54	6
suivies	0.07	0.34	7
suivies	1.21	3.51	7
suiviez	1.27	0.14	7
suivions	0.24	2.7	8
suivirent	0.69	15.27	9
suivis	0.23	1.82	6
suivis	0.07	0.41	6
suivis	4.8	11.42	6
suivissent	0	0.2	10
suivistes	0	0.07	9
suivit	0.7	35.47	6
suivons	4.45	3.11	7
suivra	5.27	2.7	6
suivrai	4.21	1.15	7
suivraient	0.58	1.42	10
suivrais	1.62	0.95	8
suivrait	0.96	3.18	8
suivras	0.64	0.2	7
suivre	73.92	80.14	6
suivrez	1.18	0.2	7
suivriez	0.06	0	8
suivrions	0	0.14	9
suivrons	1.94	0.34	8
suivront	2.46	2.16	8
suivîmes	0.02	0.74	8
suivît	0	0.41	6
sujet	2.55	3.78	5
sujet	107.92	88.04	5
sujets	0.55	1.22	6
sujets	12.51	17.7	6
sujette	0.7	1.42	7
sujette	0.03	0.14	7
sujettes	0.09	0.2	8
sujettes	0.01	0.07	8
sujétion	0.03	0.81	8
sujétions	0	0.34	9
sulfamide	0.02	0	9
sulfamides	0.17	0.14	10
sulfatages	0	0.07	10
sulfatant	0	0.07	9
sulfate	0.45	0.47	7
sulfate	0.04	0	7
sulfater	0.01	0.2	8
sulfates	0.01	0.2	8
sulfateuse	0.06	0.14	10
sulfateuses	0	0.14	11
sulfaté	0.1	0	7
sulfatées	0	0.07	9
sulfhydrique	0.01	0.07	12
sulfite	0.03	0.07	7
sulfonate	0.03	0	9
sulfonique	0.01	0	10
sulfonée	0	0.07	8
sulfonés	0	0.07	8
sulfure	0.14	0.34	7
sulfures	0.01	0.34	8
sulfureuse	0.27	0.95	10
sulfureuses	0.16	0.47	11
sulfureux	0.07	0.47	9
sulfurique	0.82	0.41	10
sulfurisé	0.04	0.2	9
sulfuré	0.02	0	7
sulfurée	0.01	0	8
sulky	0.14	0.41	5
sulpicien	0	0.2	9
sulpicienne	0	0.27	11
sulpiciennes	0	0.14	12
sultan	1.68	4.86	6
sultanat	0.02	0.2	8
sultane	0.05	3.78	7
sultanes	0	0.07	8
sultans	0.07	2.16	7
sumac	0.13	0.14	5
summum	0.56	0.47	6
sumo	0.88	0.07	4
sumérien	0.02	0	8
sumérien	0.04	0	8
sunlight	0.16	0	8
sunlights	0	0.41	9
sunna	0.02	0.07	5
sunnites	0.01	0.07	8
sunnites	0.02	0	8
suons	0.02	0	5
super	154.83	7.09	5
super	71.48	2.7	5
super-espion	0.02	0	12
super-grands	0	0.07	12
super-pilote	0.01	0	12
super-puissances	0.03	0	16
superbe	45.32	19.05	7
superbe	7.26	3.24	7
superbement	0.3	2.64	11
superbes	8.1	4.8	8
superbes	0.78	0.54	8
supercalculateur	0.06	0	16
supercarburant	0.02	0	14
superchampion	0	0.07	13
superchampions	0.01	0	14
supercherie	1.55	1.69	11
supercheries	0.04	0.07	12
superfamille	0.01	0	12
superficialité	0.26	0.34	14
superficialités	0.01	0	15
superficie	0.35	1.01	10
superficiel	2.12	1.96	11
superficielle	1.93	2.23	13
superficiellement	0.06	0.41	17
superficielles	1	0.68	14
superficiels	0.67	0.74	12
superfin	0	0.07	8
superflu	1.41	2.16	8
superflu	0.64	1.55	8
superflue	0.16	1.08	9
superflues	0.35	0.68	10
superfluité	0	0.07	11
superfluités	0	0.14	12
superflus	1.01	0.54	9
superflus	0.02	0.07	9
superforteresses	0	0.07	16
superfétatoire	0.03	0.27	14
superfétatoires	0	0.27	15
supergrand	0	0.07	10
superintendant	0.1	0.07	14
superintendante	0	0.07	15
superintendants	0	0.07	15
superlatif	0.02	0.07	10
superlatifs	0.02	0.27	11
superlative	0.01	0	11
superlativement	0	0.07	15
superman	1.12	0.14	8
supermarché	10.68	5.34	11
supermarchés	1.51	0.34	12
supermen	0.4	0.07	8
supernova	0.55	0.07	9
supernovas	0.04	0	10
superordinateur	0.03	0	15
superphosphates	0	0.07	15
superposa	0	0.07	9
superposable	0	0.07	12
superposables	0	0.14	13
superposaient	0	1.01	13
superposait	0	0.34	11
superposant	0.02	0.74	11
superpose	0.04	0.81	9
superposent	0.26	1.35	11
superposer	0.03	0.88	10
superposez	0.01	0	10
superposition	0.02	0.61	13
superpositions	0.01	0.34	14
superposé	0.04	0.34	9
superposé	0.1	0.14	9
superposée	0.01	0.27	10
superposée	0	0.07	10
superposées	0	1.22	11
superposées	0.04	1.96	11
superposés	0.14	0.47	10
superposés	0.23	2.84	10
superpouvoirs	0.2	0	13
superproduction	0.06	0.2	15
superproductions	0.02	0.07	16
superpuissance	0.22	0	14
superpuissances	0.12	0	15
superpuissant	0.01	0	13
superpuissante	0.01	0	14
superpuissants	0.01	0.07	14
supers	1.78	0.07	6
supersonique	0.11	0.07	12
supersonique	0.03	0	12
supersoniques	0.23	0.14	13
supersoniques	0.14	0	13
superstar	1.67	0.34	9
superstars	0.15	0.07	10
superstitieuse	0.3	1.82	14
superstitieuse	0.05	0	14
superstitieusement	0	0.34	18
superstitieuses	0.17	0.14	15
superstitieuses	0	0.07	15
superstitieux	2.08	1.96	13
superstitieux	0.16	0.41	13
superstition	3.61	4.19	12
superstitions	2.5	1.76	13
superstructure	0.11	0.2	14
superstructures	0	1.15	15
supertanker	0.03	0	11
supervisa	0.02	0	9
supervisais	0.03	0	11
supervisait	0.14	0.27	11
supervisant	0.03	0	11
supervise	1.03	0.07	9
supervisent	0.05	0	11
superviser	1.03	0.2	10
supervisera	0.11	0	11
superviserai	0.09	0	12
superviserais	0.01	0	13
superviserait	0.04	0	13
superviseras	0.02	0	12
superviserez	0.04	0	12
superviserons	0.01	0	13
superviseront	0.01	0.07	13
superviseur	1.66	0	11
superviseurs	0.33	0.07	12
supervisez	0.04	0	10
supervisiez	0.05	0	11
supervision	0.68	0.2	11
supervisions	0	0.07	12
supervisons	0.05	0	11
supervisé	0.62	0.07	9
supervisée	0.11	0	10
supervisées	0.04	0	11
supervisés	0.03	0.07	10
supin	0	0.07	5
supination	0.05	0.14	10
supplanta	0	0.07	9
supplantait	0.03	0.2	11
supplantant	0.01	0.07	11
supplante	0.07	0	9
supplantent	0.04	0.07	11
supplanter	0.2	0.34	10
supplanté	0.26	0.54	9
supplantée	0	0.34	10
supplia	0.55	3.65	7
suppliai	0.01	0.81	8
suppliaient	0.08	0.95	11
suppliais	0.27	0.88	9
suppliait	0.95	5.07	9
suppliant	0.2	2.77	9
suppliant	0.57	3.11	9
suppliante	0.5	2.7	10
suppliantes	0	0.47	11
suppliants	0.5	1.15	10
supplication	0.11	2.03	12
supplications	0.22	2.77	13
supplice	3.13	11.35	8
supplices	0.64	2.03	9
supplicia	0	0.07	9
suppliciant	0	0.14	11
suppliciantes	0	0.14	13
supplicient	0	0.14	11
supplicier	0.14	0.41	10
supplicierez	0.14	0	12
supplicié	0.1	0.14	9
supplicié	0	0.41	9
supplicié	0	1.49	9
suppliciée	0	0.07	10
suppliciée	0.01	0.2	10
suppliciées	0	0.07	11
suppliciées	0	0.14	11
suppliciés	0.11	0.07	10
suppliciés	0	0.27	10
suppliciés	0	0.81	10
supplie	37.38	11.01	7
supplient	0.12	0.74	9
supplier	4.96	4.19	8
suppliera	0.1	0	9
supplierai	0.39	0.07	10
supplieraient	0.02	0	13
supplierais	0.03	0	11
supplierait	0.05	0.07	11
supplieras	0.44	0	10
supplierez	0.06	0	10
supplieriez	0.01	0	11
supplieront	0.17	0	11
supplies	0.42	0.14	8
suppliez	0.17	0	8
supplions	0.27	0.2	9
supplique	0.21	0.68	9
suppliques	0.07	0.41	10
suppliât	0	0.07	8
supplié	4.33	2.97	7
suppliée	1.89	0.41	8
suppliés	0.42	0.14	8
suppléaient	0	0.2	11
suppléait	0.01	0.34	9
suppléance	0.14	0	10
suppléant	0.14	0	9
suppléant	0.34	0.41	9
suppléant	0.04	0.2	9
suppléante	0.03	0	10
suppléante	0.01	0	10
